STT,content,sentiment
737,"Giao hàng nhanh hơn dự kiến. Sách sạch, đẹp như mô tả. cửa hàng cũng phản hồi nhanh chóng khi khách có thắc mắc sau khi nhận hàng. Nhưng mà không có đĩa dịch vụD như mô tả vì lý do bản quyền gì đó! cửa hàng nên xoá dòng mô tả ấy đi. Còn nội dung mình chưa học nên chưa đánh giá được.",0
738,"Đã đặt hàng của tiki rất nhiều lần, mình khá hài lòng về dịch vụ... nhưng lần này do vội nên không kiểm tra được trước khi lấy hàng... sản phẩm của mình bị thiếu một đĩa dịch vụD, mong tiki sớm phản hồi lại ạ. Hiện mình chưa dám đánh giá gì về Eng Breaking bởi mới sử dụng",0
739,"Một nhận xét hay một luận điểm về khoa học thì phải có sự nghiên cứu và thẩm định bởi một hội đồng nhiều chuyên gia. Tác giả là bác sĩ nổi tiếng nhưng các quan điểm khá phiến diện và cá nhân, có đến tận 30.000 dữ liệu bệnh nhân nhưng lại không đưa ra nghiên cứu nàotrên mẫu đó mà chỉ có lời nói suông. Nhất là so sánh giữa động vật ăn cỏ và động vật ăn thịt, về bản chất hai quá trình chuyển hóa của hai loài đó hoàn toàn khác nhau, nên mới có chế độ ăn khác nhau, backhôngrounội dung so sánh không tương đồng, cứ như so sánh khả năng leo cây của một con khỉ và con cá ấy. Mình cứ tưởng được tái bản và bán đắt nên nó thực sự đáng tin cậy nhưng mua về là thất vọng. Sách bìa khá đẹp và chất lượng giấy tốt, dịch vụ của tiki và nhà bán  rất tốt nên cho 5*.",0
740,"Tác giả có chia sẻ cách để sống mà ít bệnh hơn, nhưng thật ra nội dung chia sẻ mình đánh giá là không quá nhiều. Hơn nữa, nội dung cứ bị lặp lại nên mình không thích lắm. Nhưng, nhìn chung thì đây là cuốn sách đáng đọc để chúng ta có cái nhìn rõ hơn về enzyme trong cơ thể chúng ta, cũng như việc chăm sóc sức khoẻ.",0
741,"nói thật thì sách hay cực bổ ích ý nghĩa, bìa, trang giấy khá bền ổn lắm. chỗ này là ""cơ thể con người"" nhưng đánh sai thành ""có thể con người"" trang 222 dòng thứ 2 từ dưới lên tái bản 19 sửa cho hoàn hảo ạ.",0
742,Sách mới đặt hôm qua. Hôm nay lấy đọc thì phát hiện gáy sách bị rách và được dán lại rất sơ sài. Vui lòng đổi lại sách mới.,-1
743,"tiki giao hàng cho dịch vụ nhanh. nhưng khi nhận sách, gáy sách bị rời ra. như thể phần đó sẽ bị rớt ra 1 lúc nào đó, đính không chặc. sách bị bẩn vài chỗ. nội dung thì mình chưa đọc. nói chung trải nghiệm lần đầu mua sách trên tiki hơi thất vọng.",-1
744,"Hồi trước, lần đầu mình mua sách thì Tiki đóng gói rất kĩ và đẹp. Nhưng càng về sau, 2,3,4 lần dần dần Tiki coi việc đóng gói là vô nghĩa hay sao? Mỗi lần gửi sách về là hộp móp méo, sách cong vài chỗ, may là chưa Nát luôn đó!",-1
745,"Giao hàng siêu nhanh. Anh giao hàng thì rất dễ thương luôn. Nội dung khá là ổn, cho mình thấy được những hành động tưởng chừng như không có gì nhưng trong mắt người khác thì lại không được hay cho lắm. Do mình vô tình bỏ quên mất rằng việc mình làm có ảnh hưởng xấu tới người khác hay không. Còn về chất lượng thì khá buồn luôn. Giấy mỏng, chữ kiểu in qua mặt sau luôn. Chữ in cũng không sắc nét, lần đầu tiên mua sách ở tiki mà nhận về sách có giấy không được tốt lắm như vậy!",-1
746,"Nhân viên giao hàng khó chịu, nói chuyện không lịch sự, làm dịch vụ như vậy là chết rồi. Đề nghị đào tạo lại hoặc cho làm vị trí khác phù hợp với năng lực =>nhân viên giao tiếp kém cỏi",-1
747,Tiki giao hàng nhanh hơn thời gian dự kiến Đóng gói khá chắc chắn Nội dung sách hay. Về việc cho 4* là tại vì mình mua combo 3 cuốn nhưng giao hàng riêng lẻ từng cuốn một :))),0
748,"Tiki chưa bao giờ làm mình thất vọng về chất lượng, nhưng lần này thì khác. Chất lượng giấy quá thấp. Mình đợn thuần nghỉ do tiki giảm giá sốc để kích cầu. Ai mà ngờ. Cái gì cũng có giá của nó. Sách rẻ thì chất lượng giấy không tốt. Kể cả lần gói hàng này cũng sơ sài qua loa 😔",-1
749,"Mua sách, tôi biết là đã được giảm giá, nhưng xin làm việc có tâm hơn, sách giao đến nhà bị móp, rồi vết bẩn. GIÁ TRỊ CỦA SÁCH CÒN ĐÂU. Mong tiki, nhà cung cấp sách và dịch vụ giao hàng làm việc có tâm hơn. Xin cảm ơn",-1
750,nhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốtnhận được hàng nhanh chất lượng tốt,0
751,"Sách mới còn thơm mùi, nhưng không được bọc nilon như mọi lần, bên trong không có dấu trang nha các bạn. Tuy nhiên sách không bị cong gấp hay trầy ở góc trang. Chất liệu giấy sờ rất thích.",0
752,"Mình là người cực kì kĩ lưỡng với những cuốn sách. Sách mình chỉ cần nhăn tí xíu thôi là mình đã rất bực bội rồi. Hôm nay mình nhận được sách Tiki giao thì mình thấy sách bị nhăn như thế này. Chỉ nhăn 1 vài trang như hình thôi nhưng mình cảm thấy hơi thất vọng. Bạn nào mà là người đam mê sách thì mình nghĩ cũng sẽ có cảm giác như mình thôi. Sách mình bỏ tiền ra mua thì chẳng ai muốn mua về sản phẩm bị vấn đề gì cả (dù cho là 1 lỗi nhỏ đi chăng nữa). Mình mong lần sau Tiki sẽ gói những quyển sách cẩn thận hơn, vì mình biết mình không phải người duy nhất bị như thế này, mà còn rất nhiều bạn bị hơn cả mình nữa. Mong Tiki sẽ có cách bảo quản sách cẩn thận hơn để gửi đến những khách hàng.",-1
753,"Nay nhận được sách đang vui vì bìa đẹp thì mở ra mực nhoè mất mấy trang đến không đọc nổi. Đang liên hệ với tiki để đổi trả, mong là đổi được và nhanh chóng để còn đọc.",-1
754,"Sách giao đúng thời gian, tuy nhiên gáy sách bị rách đường nhỏ, bìa sách hơi quăng phần góc.",-1
755,Tại sao mua lẻ xài được bảo vệ sách còn mua combo không xài được bảo vệ sách???,0
756,sách hay và bổ ích. chất lượng giấy cũng không được,-1
757,Giao hàng chậm,-1
758,"- Mình không chê giấy mỏng, mình thấy vậy là ổn - Cũng không chê giao hàng; vì giao hàng nhanh hơn tận 2 ngày mình boổn, vậy là quá ổn rồi. - Nhưng mình thấy cách đóng gói vậy làm cong hết góc giấy. Nhăng , gãy nếp gấp bên trong mỗi Ream. => ghi dấu cho 4* hy vọng mấy bạn đóng gói kỹ hơn nếu lấy xốp chiêm ngay góc tránh rách và cong giấy bên trong.",0
759,"Sản phẩm ổn... hơi mỏng so với tưởng tưởng, mình cũng đang xài loại 70g của hãng khác nhưng có vẻ giấy này còn mỏng hơn... nhưng giá rẻ hơn nhiều so với các hãng khác nên cũng không trách được....với giá này chất lượng này thì khá ổn... nhưng mình không hài lòng cho lắm về nhân viên giao hàng... bình thường là ninja với Ghôm nay giao thì vào tận nhà với khá niềm nở nhưng lần này bên quá giao, gọi dt cho mình bảo mới giao nên không biết nhà minh chi đường thì bảo không tìm được mình cũng vui vẻ chạy xe 1 đoạn ra lấy mà thái độ hơi khó chịu vì chê hàng nặng. Hôm nay mình cũng có một đơn bên tiki lại cũng bắt mình chạy xe đi lấy. Mình chi đường tận tình ra tận đầu dong để dẫn vào lần sau còn biết đường giao vậy mà cứ bảo mình là mới nên không biết cứ bắt mình đi ra xa lấy. Nếu nhân viên thì mình đặt hàng làm gì ra cửa hàng mà mua cho rồi.",0
760,"Mình đặt mua 70g nhưng lại giao 80g (mình quên không kiểm tra lúc nhận hàng), đếm số tờ thì tuy trên báo bì ghi 500 tờ nhưng thực chất chỉ 400 tờ thôi. Giao hàng nhanh đóng gói ổn.",0
761,"Giấy mỏng, kích thước hơi lệch 1 tí, nhưng máy in của mình kén nó báo hoài không in được, mình mua nhiều quá giờ không biết sd đến khi nào nữa. chắc phải mua 1 máy in khác để dùng cho khỏi phí...😂😂",-1
762,"Giấy thì ổn, nhưng thấy ghi bên ngoài định lượng 70gsm, 500 tờ nhưng số lượng tờ không đủ. rẻ hơn hãng khác nhưng hãng khác của họ đủ 500 tờ. Lẽ ra bên bán hàng phải nói đúng số lượng giấy chứ",-1
763,"Bọc giấy không cẩn thận bị bục giấy chạm đất rất bẩn, lúc lấy người giao đưa mình mặt giấy sạch mình không để ý không đã trả lại rồi. ",-1
764,Mua 3 cuốn 1 đơn khi nhận hàng nhìn cuốn này không thể chấp nhận được. Chất lượng giấy kém như sách lậu vỉa hè. Bên trên đã có người phản ánh chất lượng giấy rất tệ. Tưởng đâu tiki đã khắc phục nhưng vẫn vậy. Mọi người không nên đặt cuốn này từ cửa hàng này.,-1
765,"Với mình 1/4 đầu cuốn sách mới là thú vị. Khi đó tác giả, 1 nhà văn Pháp, đứng từ góc nhìn của người ngoài cuộc để quan sát những tập quán và sinh hoạt tôn giáo của người Tây Tạng. Những “pháp thuật” được tả lại không quá cao siêu, có thể lý giải bằng khoa học, ví dụ như khái niệm xa luân, cách tu sĩ dẫn dắt người chết lên thiên đường. Mình rất thích đoạn này. Linh hồn người chết đi về đâu là do tư tưởng/ý niệm cuối cùng của người đó khi chết. Nếu người đó sợ hãi, họ sẽ thấy những hình ảnh xấu xí, đáng sợ khi chết. Còn nếu họ vui vẻ, nhẹ nhõm, cái chết sẽ đẹp đẽ và chính là thiên đường. Vai trò của tu sĩ chính là dẫn dắt cho tư tưởng người chết để biết “cách” đi đến thiên đàng là như vậy. Đoạn sau, khi tác giả bắt đầu đi sâu vào Phật giáo, thậm chí còn nhập thất và xin làm đệ tử của một vị tăng, thì mình cảm thấy câu chuyện không còn tính khách quan nữa. Thật đáng tiếc. Tác giả dường như đã quá mê mẩn với Phật giáo đại thừa, thần thánh hoá những câu chuyện xoay quanh Phật giáo, ví dụ như nghe thấy tiếng nói của một vị tăng đang nhập thất hay là câu chuyện về con dao của một vị tăng đã chết. Về sau nữa, tác giả kể ra những câu chuyện thu lượm được về huyền thuật và ma thuật, với người phương Tây hẳn sẽ rất kỳ lạ và hấp dẫn, nhưng với người châu Á thì có phần hơi “thường”, mà “thường” với một người vô thần như mình thì chính là mê tín dị đoan. Mình không đọc hết được vì cuốn sách càng về sau càng kém hấp dẫn với mình. Điểm cộng của cuốn sách này chính là chất lượng chuyển ngữ. Phải nói là “hay” thôi chưa đủ mà đã đến độ nhuần nhuyễn. Đó không phải là bản dịch mà chính là một tác phẩm xuất sắc. Tây Tạng vốn là một thế giới khép kín luôn khiến mình tò mò. Mình cũng quan tâm đến Phật giáo đại thừa nhưng dưới cái nhìn khách quan, chứ không phải từ một người thực hành tôn giáo như tác giả. Cũng có thể cuốn sách viết từ năm 1925 nên không thoả mãn được sự tò mò của 100 năm sau chăng? Nếu đánh giá độ yêu thích với nội dung thì mình không thể cho nhiều sao. Nhưng mình vẫn để 4/5, vì dù mình không thích, đây vẫn là một cuốn sách chất lượng. Về Tiki, như mọi khi, mình không có gì phải thất vọng.",0
766,Không có nhiều sách viết về tây tạng và các sự kì lạ các tích truyện về các vị lạt ma đâu ạ . Đất nước này mang một vẻ đẹp bí ẩn mà có thế là bị chôn vùi nhiều rồi ạ . Mặc dù cuốn sách không viết về tất cả nhưng dưới cái nhìn của một người phương tây hiểu biết nhiều về phật giáo thì bạn sẽ hiểu được phần nào .,0
767,"Tôi mua sách của tiki rất nhiều, trong đó, những quyển sách về Tây Tạng, về Yoga không chỉ dừng lại ở việc yêu thích sách, mà còn là sự trân trọng với những câu chuyện tâm linh từ những quyển sách đó. Tuy nhiên khi nhận cuốn sách Huyền thuật và các đạo sỹ Tây Tạng, tôi rất thất vọng về chất lượng quyển sách. giấy in là loại giấy rẻ tiền, đen, thô ráp. Tính thẩm mỹ kém. Nội dung sách tôi đã nghe rất nhiều từ audio, tôi muốn mua quyển sách này để làm kỷ niệm hoặc tặng bạn bè mà tôi yêu quý, tuy nhiên, thực sự chất lượng sách quá kém, tôi rất thất vọng về quyển sách này.",-1
768,"Không thể tin được là First News để cho những sản phẩm này tồn tại. Với tình trạng sách thế này thì giá phải rẻ hơn nữa, tầm 20k là cùng. MỌI NGƯỜI ĐỪNG MUA QUYỂN NÀY CỦA FIRST NEWS NHÉ",-1
769,"Sách bẩn bìa. Bên trong lem hết cả các trang đầu và sau. Một quyển sách rất thú vị mà khi nhận hàng chưng hửng luôn. Sách đắt gần 200k chứ không phải rẻ, mà thử hỏi khi nhận hàng như vầy thì sao chấp nhận được ??? Tiki trả lời sớm lại cho mình nhé.",-1
770,"Nguyên 1 ekip, qua bao nhiêu khâu kiểm duyệt mà không ai phát hiện sao, để xuất bản sách có sai sót lớn như vậy cũng không có hiệu đính. Thất vọng thật sự. Mới lật thử 1 trang thôi là vậy rồi còn những trang sau, những nội dung khác viết bằng chữ thì sao ?? Sách kiến thức về sức khỏe chứ có phải sách giải trí, truyện tranh đâu mà có thể ẩu như vậy được.",-1
771,"sách bị như vậy mà có thể giao được, quá tệ. Lần đầu tiên thất vọng về tiki.",-1
772,"sách làm hơi khó cầm khi đọc, đặc biệt không mở full 2 trang ra để vừa coi vừa tập theo được.",0
773,"Giao hàng nhanh, đóng gói khá kĩ, mình khá hài lòng về lần mua sách này. Về nội dung sách, độc giả đã đọc sách của Keigo thì rất quen thuộc với lối hành văn của ông, song vì đây là tác phẩm trong giai đoạn đầu sự nghiệp nên khi đặt chung bàn cân với ""Phía sau nghi can X"" hay ""Bạch dạ hành"" thì sẽ không xuất sắc bằng. Tuy nhiên, mình vẫn khuyên các bạn nên đọc thử.",0
774,"Sách rất đẹp, Tiki giao hàng nhanh, giá mình mua lúc bán nên rất rẻ. Có điều mình không thích nội dung của sách: 1. Cảm thấy cảnh sát trong truyện quá vô dụng. Một nhà văn không có nghiệp vụ, quyền hạn mà còn khám phá được bí ẩn của vụ án, còn cảnh sát thì hoàn toàn mờ mịt. 2. Rất nhiều án mạng xảy ra, nơi xảy ra án mạng cũng rất đa dạng, vậy mà hung thủ không hề để lại một dấu vết nào, ví dụ như phải có người nhìn thấy kẻ khả nghi chứ. Mình thấy điểm này quá vô lý. 3. Một số nhân vật trong truyện có lựa chọn không thuyết phục. Người có địa vị cao, cuộc sống giàu sang thì đương nhiên rất sợ danh dự bị hoen ố, nhưng người bình thường thì đâu cần vì một chuyện nhỏ mà trở thành tội phạm giết người.",-1
775,"Mình khá ấn tượng với các tiểu thuyết của Higashino Keigo nên khi tiki giảm giá cuốn sách này mình đã mua ngay. Sách Nhã Nam trên tiki trading thì chất lượng rất tốt. Hình thức đẹp, giao hàng nhanh. Nói chung mình rất hài lòng! Tuy nhiên hiện nay tiki áp dụng chính sách phí giao hàng mới nên khá bất tiện cho người mua lâu năm như mình.",0
776,"Nếu đã từng đọc qua Bạch Dạ Hành, Bí Mật Của Naổno, Phía Sau Nghi Can X thì đây không phải là một sự lựa hoàn hảo để tiếp nối. Tuy nhiên, đôi khi sự đơn giản lại đânh lừa cảm nhận của độc giả và khi đi đến trang cuối cùng bạn mới vỡ lẽ ra những gì mình suy nghĩ trước đó. Vẫn là một tác phẩm đáng đọc của Highashino Keigo.",0
777,"Đón đọc  với 1 tâm trạng háo hức nhưng mà thật sự lần này có chút hụt hẫng, cảm giác mạch truyện có phần hơi nhàn nhạt không để lại nhiều cảm xúc và suy ngẫm cho mình như . Nhưng nhìn chung thì đây vẫn là 1 tác phẩm khá hay, nội dung súc tích, dễ đọc đối với đề tài trinh thám.",-1
778,"Nhận sách được mấy hôm nhưng mãi chưa đọc nên hôm nay quyết tâm thức tới 1h sáng đọc hết. Thực ra mà nói thì đây là lần đầu tiên mình đọc tiểu thuyết trinh thám vầy, vì mình thường xem phim hơn. Tác phẩm này được trau chuốt nhiều và hầu như từ đầu tới cuối mọi thứ đều khớp và hợp lí, mặc dù không đào sâu quá vào tâm lí nhân vật khác. Nhưng có một điểm mà làm mình không thỏa mãn lắm là điều kiện để cứu Kanei của Takemoto. Mình tự hỏi lúc tính mạng con người đang nghìn cân treo sợi tóc, vẫn có người nghĩ đến lợi ích cho bản thân sao.... Nói chung vẫn để lại nhiều dư vị khó tả lắm",-1
779,"đóng gói cẩn thận không gặp về vấn đề vận chuyển. tôi năm nay chỉ mới 17 và theo nhận định cá nhân thì cuốn sách này không chỉ dành cho những người phụ nữ đang có sự nghiệp riêng hay đang phát triển sự nghiệp mà nó dành cho mọi cô gái, mọi người phụ nữ. lời khuyên thiết thực, dễ hiểu, nó hầu như nói về mọi thứ bạn cần biết và cần làm để trở thành cô nàng tự lập, điều khiển được cuộc sống của cá nhân",0
780,"Về vận chuyển, điểm cộng là tiki giao hàng nhanh hơn so với dự kiến. Điểm trừ là cả lần này, và rất nhiều lần khác, sách mình nhận được bị quăn, nhàu do sự cẩu thả trong vận chuyển. Nhiều bạn đã phàn nà vấn đề này rồi, vẫn chưa thấy tiki cải thiện, mặc dù có rất nhiều cách đơn giản để bảo quản hàng khi vận chuyển mà nhiều bên khác cũng đã làm rồi. Mong tiki sớm rút kinh nghiệm. Về nội dung, mình đánh giá đây không phải một cuốn sách thực sự xuất sắc và ấn tượng. Đối với mình, đa phần những chia sẻ của tác giả, bản thân mình cũg lượm lặt đọc đâu đó rồi, nên mình không thấy có gì là “ tuyệt mật”. Tuy nhiên, sách cũng gửi gắm nhiều lời khuyên được đúc kết từ chính kinh nghiệm thực tế của tác giả mà mình đánh giá là rất bổ ích trong công việc của phụ nữ ngày nay, đặc biệt cho các bạn làm miễn phílanướcer hay dân văn phòng. Trước khi đọc cũng không quá kì vọng, nên mình thấy nội dung như vậy là ổn rùi. Cộng thêm hình thức của sách khá cưng quá, “ sách đen” mà hồng toàn tập luôn ấy, mình thấy cũng hài lòng về cuốn sách này.",0
781,"Cũng hay nhưng mà thấy nhiều cái đã từng đọc, những bạn khác chia sẻ, không có nhiều điểm riêng với lại ở Việt Nam thì hơi khó dùng vì hầu hết những đường dẫn giới thiệu trong sách toàn là các nước phương Tây. Truy cập trang mạng cũng khó khăn, khó sử dụng.",0
782,"Sách đẹp nhưng Tiki đóng gói quá sơ sài, mình trải nghiệm thử gói TikiNow mà thực sự không dám khen. Thùng giấy đến thì móp mép, rách 1 đầu. Mình cầm đến may mà sách không bị quăn lắm nên vẫn cho 5 sao.",-1
783,"là 1 người siêu khó tính về sách nên là cảm thấy không mấy hài lòng về bìa sản phẩm, bù lại bên trong màu hồng rõ chữ đẹp đẽ nên cho 3 sao...",0
784,"Sản phẩm giao bị ướt, nhưng vì là biết nên đánh giá 4sao",0
785,"mình vừa mua sách xong. Sách rất đẹp, ổn, mùi giấy rất thơm, sách mới, nhân viên giao hàng thân thiện. Tuy nhiên có một cái lỗi do bên tiki sắp xếp hàng chưa cẩn thận là cái hình dán có vệt màu vàng bẩn bẩn kéo dài ở phía dưới. Lỗi này đối với mình chẳng là gì đâu, dù sao mình cũng vứt nó đi nhưng đối với một số bạn thích giữ cái hình dán này thì tiki nên sắp xếp hàng cẩn thận chút.",0
786,"Xin chào, mình có đặt mua 3 cuốn sách, đây là 1 trong 3 cuốn, 2 cuốn kia chất lượng tốt, còn cuốn này bị tình trạng giống như đọc rồi vậy, gãy góc bên dưới. Mình thấy khá buồn vì chất lượng 1 cuốn sách mới lại như vậy! Hy vọng tiki sẽ cẩn thận và kiểm tra chất lượng hơn!",-1
787,"- Về ngôn ngữ: theo mình, ở ngay tiêu đề đã không phù hợp. Mình hiểu là, cuốn sách này được viết nhằm mục đích để mọi người hiểu về người nhạy cảm, và để người nhạy cảm tìm hiểu về chính mình, nên tiêu đề nên là ""Sự nhạy cảm/Tính cách nhạy cảm, món quà hay lời nguyền"". Nhưng cách dịch ""Người nhạy cảm, món quà hay lời nguyền"" lại có thể khiến cho người khác hiểu rằng: những người nhạy cảm, họ là món quà hay lời nguyền dành cho người xung quanh. Nó không phù hợp lắm. Còn cách dùng từ ở nội dung bên trong, mình không đánh giá cao văn phong của người dịch. Người dịch sử dụng từ ngữ không toát được ý, nên nhiều câu đọc không thể hiểu được ý nghĩa của nó, khiến mình phải đọc đi đọc lại rất nhiều lần, mà...vẫn không hiểu. :)))) - Về nội dung sách: mình vô cùng cảm ơn tác gỉa, người đã tạo ra cuốn sách này, giúp mình khám phá ra bản thân mình là ai. Bởi với những người nhạy cảm như mình, trước giờ cứ luôn cảm thấy mệt mỏi với cảm xúc, đối đầu với rất nhiều khó khăn, mình dường như đã vỡ oà khi nhận ra có một thứ gene trên đời này đã quyết định mình nhiều đến vậy. Quyết định từ tính cách, thân thể vật lý đến các chứng bệnh cơ địa mà mình mang. Nhưng cũng ban cho mình những khả năng cảm nhận các khía cạnh cuộc sống khác biệt hơn người bình thường, một khả năng sáng tạo làm mình cảm thấy khá vui. Tóm lại, nếu bạn không phải là người nhạy cảm, việc đọc cuốn sách này có thể khiến bạn giống như con chim trên trời đọc về cách bơi dưới đáy đại dương vậy, có thể chẳng phù hợp. Nhưng nếu là một người hay bị cho là nhạy cảm quá, thì nó là cuốn sách để bạn tự bước vào thế giới của mình. Chúc các bạn tìm thấy niềm vui _Thân_",0
788,"mình là người mua rất nhiều sách trên tiki rồi. Đợt này có bán nên mình mua hơi nhiều, biết là sẽ không thể chỉnh chu được như khi mình mua vài quyển nhưng thật sự khá thất vọng. nhưng không muốn trả hàng và lại đi lấy hàng nữa nên thôi vậy.",-1
789,"Về chất lượng của bìa sách, màu sắc và dịch vụ Tiki thì không phải bàn cãi, mình đồng tình với các đánh giá trước đó. Tuy nhiên, điểm trừ lớn nhất của sách lại đến từ phần nội dung. Nội dung sách không rõ ràng và cực kỳ lan man, sách mặc dù có nêu ra những nghiên cứu để minh chứng cho ý kiến tác giả nhưng những nghiên cứu ấy lại chưa có tính thuyết phục. Sách chưa có tính khách quan khi quá đề cao tính cách nhạy cảm. Cách hành văn không phù hợp với sách khoa học. Các lời khuyên và giải pháp còn thiếu rõ ràng và chỉ mang tính chất “an ủi” người nhạy cảm. Điểm sáng duy nhất ở phần nội dung mình nhận được là các thông tin khác biệt giữa người nhạy cảm và không nhạy cảm, nhưng còn khá ít so với kỳ vọng. Tóm lại, về hình thức dáng vẻ bề ngoài của sách thì có thể đánh giá 4 sao tuy nhiên nội dung lại khá thất vọng cho bạn đọc. Mong rằng đây chỉ là lỗi từ phía dịch giả và lần tái bản sau sẽ được cải thiện tốt hơn.",-1
790,"Bản dịch rất tệ. Không biết có phải không nhưng cảm giác như đưa vào google dịch rồi chỉ chỉnh sửa một chút, câu từ có thể đúng về mặt nghĩa nhưng không mượt mà, hơi khó hiểu. Tổng thể tạo cảm giác rất khó chịu. Mình còn không đọc hết nổi một chương nữa.",-1
791,Sách giao nhanh nhưng giao đến tay mình thì.... (các bạn nhìn hình ạ)... Tuy nhiên vẫn trong khả năng chấp nhận của mình. Chỉ là không hiểu sao nội dung trong sách lại bị cắt mất đoạn đầu (đây là đoạn Lăng Lăng chát chít với Dương Lam Hàng hồi chưa quay về trung quốc). mình đọc trực tuyến mặc dù đoạn đó khá nhạt và khó hiểu nhưng cần lắm lý do truyện bị cắt xénn😭😭,0
792,"Nhìn mấy bạn có dấu trang, trang bìa và màng co làm mình buồn Tiki lắm luôn ý!!!! Sách mình đặt chẳng có đầy đủ những thứ trên mà còn rách với dơ nữa chứ¡¡ Giao sớm hơn dự kiến nhiều nhưng chất lượng bên ngoài hổn ổn chút nào~~~ (-̩̩̩-̩̩̩-̩̩̩-̩̩̩-̩̩̩___-̩̩̩-̩̩̩-̩̩̩-̩̩̩-̩̩̩) Bù lại thì dù sao mình mua vì nội dung bên trong nên hổn giận đến nỗi đánh 1 seo. Tất nhiên là nội dung cún sách của Diệp Lạc Vô Tâm viết là khỏi phải bàn. Hay qué xá luôn!!!!! Mong lần sau Tiki chú ý và cẩn thận hơn nhé. ( ╹▽╹ )",0
793,"Thật sự lần này mình rất thất vọng về Tiki. Tuy giao trước dự kiến nhưng sản phẩm lại không ổn cho lắm. Sách không được bọc bao, phần ngoài bìa và mép sách bị bẩn. , rất thất vọng luôn. Nhưng bù lại, cuốn này của Diệp Lạc Vô Tâm không làm mình thất vọng, bù cho phần yêu cầu sản phẩm trước đó. Hy vọng lần sau sẽ đặt hàng may mắn hơn ^^",-1
794,"Nội dung rất hay, sâu lắng giao hàng rất nhanh nhưng mà về phần sản phẩm Tiki cung cấp thì: bảo vệ sách rất đẹp, chắc chắn chứ không như mấy quyển trước có một số quyển bị bung góc Còn bên trong sách thì thôi khỏi nói nó bẩn mà không phải dạng thường nó bẩn hết mấy trang sách toàn dấu vân tay nhân viên kho mà rõ ràng sản phẩm có bọc kính (trong sách còn sót lại một mảng bọc kính) và nhân viên tiki bọc bảo vệ sách hình như không đep bao tay Mà, chứ sao mà sách lại bẩn quá. Nói chung lần này là lần đầu tiên mình Đánh giá 2* cho Tiki mong Tiki khắc phục.",-1
795,"* sản phẩm •ưu : nhỏ gọn, kiến thức vừa đủ, đẹp, nét, giải thích ổn, tiện lợi khi mang ra ngoài để tra cứu nhanh, dùng những từ không quá khó hiểu, giấy dày và dai rất thích. tuy nhiên không cẩn thận thì rách như chơi, gáy sách dán keo khá chắc chắn • nhược : chữ viết hơi nhỏ nên khó nhìn, phải mở sát tận gáy thì mới thấy hết nội dung, như thế rất dễ rách sách. * dịch vụ • ưu : giao hàng nói chung là ổn r, ổn r. hẹn thứ hai giao mà chủ nghĩa giao r. giá ổn, vừa với túi tiền học sinh • nhược : tiki chả nâng niu sách gì cả, quăng cmọi người sách vô hộp dán băng keo thế là xong. may mà sách của mình không bị hư hại gì. mấy lần trước mua ở tiki về sách gãy hết trơn. nhưng mình không quá cầu toàn nên bỏ qua. nhưng thấy ai cũng bị vậy nên hơi khó chịu tiki rồi đấy",0
796,"Rất nhỏ gọn và giá cả vô cùng phải chăng. Tuy nhiên chỉ nên dùng trong những trường hợp đi du lịch hoặc như thế nào đó, chứ đang học thì vẫn nên dùng bản lớn hơn. Điểm hạn chế có lẽ là có một số từ không nằm trong đây. Tuy nhiên, kích thước có hạn thì điều đó là hiển nhiên. Rất hài lòng với giá và chức năng của em này.",0
797,"chất lượng sách thì quá hay, không có gì phải bàn. mỗi tội tiki chưa đều tay vụ đóng gói sách cho khách. mình mua 2 quyển nhưng mua 2 lần. lần đầu chỉ bị bụi chứ nilong không bị rách lần mua hôm nay bà ở nhà nhận, tối về nhìn quyển sách chán quá, nilong rách nát, quyển sách bị hỏng những chỗ cuối gáy và mép bìa 😭😭",-1
798,"Trước đây mua sách được Tiki đóng gói rất chắc chắn, chả hiểu sao gần đây chỉ có mỗi quyển sách vứt trong hộp, chả thấy chèn giấy hay xốp gì cả. vận chuyển thì đi xa, để móp méo hết sách trông có khác gì hàng cũ đâu.",-1
799,"Một câu chuyện tình yêu buồn như vậy chỉ có trong sách. Yêu nhau không có cách nào đến được với nhau vì thân phận anh em cùng cha khác mẹ. Từng câu từng chữ diễn tả được một tình yêu đau khổ, một màu buồn u uất. Cho dù là ai đi chăng nữa cũng không thay thế được người đó. Lần đầu mình đọc một chuyện buồn như vậy. Kết thúc khá buồn. Chắc có lẽ họ sẽ được mãi bên nhau ở kiếp sau. Mình thật sự không thích đọc truyện kiểu như vậy. Kết thúc buồn, cuộc đời còn chưa đủ buồn hay sao mà cả trong truyện tác giả viết còn buồn hơn nữa.",-1
800,Câu chuyện giữa Hàn Vũ và Thiên Tình đầy đáng thương Sách đẹp hộp đóng gói đẹp NHƯNG lúc lấy hàng mình hoàn toàn không thích nhân viên giao hàng vì cô ấy ném hộp cho mình kiểu ném thẳng mặt ấy  thực sự không hài lòng Luôn ủng hộ Tiki nhưng hãy xem lại nhân viên giao hàng của mình ạ ❤️❤️❤️,-1
