STT,content,sentiment
751,"Dạo gần đây mình thấy tiki giao sách ko được sạch như ban đầu, sách lem nhem và rất bụi. Hy vọng các bạn sẽ cải thiện khâu bảo quản sách vì đối với những người yêu thích đọc sách thì việc khi nhận 1 cuốn sách mới mà nhem nhuốc thế này thật sự rất khó chịu.",-1
752,"Mình có mua vào 11/11, chọn gói ship tiki now trước 10h sáng vì mình cần có việc nhưng đến tận tối 12/11 mình mới nhận được. Sách gói cẩn thận nhưng quá bẩn! In hẳn cả vết bẩn ngón tay trên bìa sách. Sách như thế này sao mình có thể mang đi tặng được? Mong tiki xem xét lại dịch vụ, chứ như thế này thì quá tệ.",-1
753,"Chưa đọc nên chưa thể đánh giá nội dung, mình mua sách trên Tiki cũng chủ yếu là để săn sale chứ cũng k dám kì vọng vào chất lượng sách. Có điều mình là người mua sách để đọc chứ k phải để sưu tầm nên chỉ cần sách k sờn rách quá thì cũng k có vấn đề gì keke (Nhưng vẫn rất mong Tiki cải thiện tình trạng này). Ngoài bị móp ở hai đầu gáy thì sách k có lỗi gì, Tiki thì vẫn là vận chuyển siêu nhanh!!",0
754,"Sách rất bẩn, lúc lấy về mình lấy giấy ra lau mà đen xì cả miếng giấy, bìa sách trắng mà lúc mở hộp của tiki ra thì màu cháo lòng, chưa kể nó còn xước lên xước xuống như sách cũ. Vì mua trên tiki những lần trước sách rất mới được bọc cẩn thận nên mình tin tưởng. Nhưng lần này mình thật sự thất vọng vì cuốn sách này mình đặt để đem tặng nhưng trông sách cũ và nát như thế thì mình thực sự chán. Hi vọng tiki sẽ có tâm hơn với sách.",-1
755,"Sách lỗi, phần tựa sách màu chrome bị trầy trụa, in lệch. Mặt sách thì lỗ chỗ li ti, sờ vào rất khó chịu, vì bìa mờ nên khó thấy, chỉ thấy được lỗ to như trong hình thôi. Và hơn nữa sách không có bao bì! Tiki đang bán sách cũ phải không? Dần mất niềm tin với Tiki, không biết là cùng quyển này, nhưng với giá là 182k thì có khác biệt gì không? Thấy review sách của Tiki ngày càng tệ.",-1
756,"Xin bỏ qua phần đánh giá nội dung vì chưa đọc. Chỉ muốn phản hồi về dịch vụ đổi trả và chất lượng sách. Mình đặt tiki now giao từ ngày 6, do sách dơ và bụi bẩn nên phản hồi chụp hình gửi mail cùng ngày, đến tận ngày 10 mới đc giao lại và kết quả thì k khác cuốn trước về độ dơ là bao. Bị vài lần thấy nản, mua muốn háo hức đọc ngay mà phải chờ đến tận 3-4 ngày. Có những cuốn bìa cứng và dày như Lịch sử văn minh thế giới còn nản nữa. Như kiểu tiki giao sách trưng bày ở hội sách vậy. Chỉ mong giao 1 lần và sách đc nguyên vẹn cả trong lẫn ngoài.",-1
757,"Sách dày dặn, chất giấy rất thích, mướt tay, khó bị mốc, hơi nhanh bị bám bụi, may quá cuốn này Nhã Nam đã chau chuốt phần mực không, không bị thi thoảng như máy hết mực nữa. Cuốn sách như một lát cắt của thế kỉ, điểm qua vài sự kiện lớn, có tính bước ngoặt của con người, những lát cắt này trải rộng trên nhiều lĩnh vực từ công nghệ đến chính trị. Từ những xung đột đến thách thức đến phướng hướng giải quyết chúng của con người. Tiki giao hàng nhanh, bạn giao hàng thân thiện, mỗi tội bọc sách kì cục quá, sách đi đường sách mà bọ đi đường bọc!!",1
758,"Tiki giao hàng nhanh. Khi nhận hàng, hộp bên ngoài bị dập khá nhiều nhưng khi mở ra, sách bên trong không bị vấn đề gì, trừ quyển này bị một vết băng dính như hình. Đây là lần đầu tiên mình mua sách tiki gặp phải vấn đề này. Mong tiki lần sau sẽ chú ý về mặt vệ sinh sản phẩm hơn.",0
759,"Sách của ôg Yuval thì nội dung luôn làm ng đọc suy ngẫm. Sách giao nhanh, nhưng thiếu bọc, ko đc bọc sách như bên Shopee. Nếu ko có phiếu giảm giá tiền thì mình chọn bên Shopee , vì bên đó sách nào mua cũg đc bọc. Bữa mua tặng bạn mình mua bên shopee chứ mua bên tiki thì ko đc bọc lại còn ép mua gói bôkcare để bọc 100cuốn :))",-1
760,"Bộ 12 màu không có màu trắng nên thế vào màu khác rất hợp lí, màu không đục lắm với loang cũng ổn, nhưng cọ tặng kèm thì hơi í ẹ, nhưng với bộ màu giá tẻ như này thế là ổn, nhưng khi xài nhớ làm bảng màu riêng, màu hãng in trên bao bì khi lên giấy khác khác nhau nhiều",0
761,"màu oke , vẽ rất đẹp , giao hàng siu nhanhhhhh , ở tỉnh lẻ mà tính ra chưa đến 24h đã giao đến tay mình rồi shipper chu đáo , nói chung là không có gì để chê Tuy biết 12 màu bộ như này là rất rẻ nhưng vẫn muốn có palette rời để dễ rửa sạch :",1
762,"Bộ màu rất đpej, rất tiện lợi, lúc trước mình định mua màu Koi nhưng tiếc tiền nên mua em này ko ngờ xài êm như vậy, lên màu rất tuyệt, tuy nhiên 2 cây cọ tặng kèm ko đc tốt nên mình không đụng tới, mình mua cây cọ khác xài, nói chung ưng lắm",1
763,"Tiki ghi tặng 2 bút nước, 2 mút nhưng thực tế chỉ có 1 bút nước và 1 mút. Mình mua hàng tiki rất nhiều vì shipper dễ thương, gói hàng cẩn thận và giao nhanh hơn dự kiến, không có gì đáng nói nếu mô tả sản phẩm phù hợp với thực tế.",0
764,"Hàng đc đóng gói cẩn thận,giao nhanh, màu này khá là tươi, thích hợp cho nhưng bạn đang tập vẽ, cọ đi kèm hơi cứng,vs những bạn không quen vẽ cọ đựng sẵn nước này như t thì nên dùng cọ ngoài. Có 1 vấn đề nhỏ t vẫn thắc mắc là ô màu rose-bengal cứ thấy chấm chấm đen li ti như cát ,pha ra cũng có ngững chấm đen ấy.",1
765,"Cảm ơn Tiki, đóng gói rất đẹp và an toàn, hàng giao trước dự kiến. Mình test thử thấy tươi, đẹp, nhưng hòa không ổn lắm, so với các loại đồng giá khác thì như vậy là tốt lắm rồi. Shipper thân thiện, nói chuyện dễ thương. Có điều khâu xử lí hàng và giao hàng khá lâu mất khoảng 1 tuần, không biết có phải mình ở xa hay không. Cảm ơn tiki rất nhiều, mình sẽ tiếp tục ủng hộ",1
766,màu khá rẻ hs mua là vừa túi tiền màu nào lên màu đó mình mua 24 màu sài rất oki cọ tặng thì dùng hơi í ẹ nhưng giá thành mà màu được như vậy thì rất oki mong nhà xuất bản vẽ thêm nhiều hình ở mặt trước chứ mặt trước trắng không thì nhìn hơi chán 😅,1
767,"Bé này là 12 màu,nhỏ gọn có thể đen theo đi chơi đc,màu khá tươi,cọ tặng kèm lông khá mềm,vẽ đc lên giấy a4 nếu ko phết nước nhiều,nếu có tiền mik sẽ mua loại 36 màu",1
768,"Các bạn nào mà thik vẽ màu nước thì mình khuyên nên mua màu này nhé . Màu loang đẹp , shop đóng gói cực kì là cẩn thận và màu nhìn rất là xịn xò nữa 🙆🏻‍♀️❤️❤️",1
769,"Bảo tặng 2 bút nước, 2 mút mà sao chỉ thấy 1 bút nước, 1 mút Thế là như thế nào vậy ạ? CHẸP CHẸP, phục vụ.............................. mình cảm thấy rất không hài lòng Mong là shop sẽ rút kinh nghiệm và nếu được thì cho thêm 1 bút nước và 1 mút nhé",-1
770,"Nhận hàng sau 2 ngày đặt (vận chuyển tiêu chuẩn freeship). Delay 1 ngày nhưng Tiki nhắn tin xin lỗi cẩn thận ❤ dù mình không cũng không cần gấp lắm. Vẫn như mọi review khác, Tiki đóng gói hàng số 2 thì không ai dám nhận số 1 ? Max gọn gàng sạch đẹp ? Cảm xúc khi vừa khui hộp thì: ""Truyền thuyết về Tiki cute có là thật"" ? Ý mình là 4 cái bookmark tặng kèm ý ? Còn về sạch thì hình thức tốt, bìa đẹp, giấy tốt, dùng kèm app, CD có thể lên web nhà sách tải về. Nội dung đọc qua thấy ổn, review của những người khác cũng tốt. Từ giờ mình sẽ mua hàng trên Tiki nhiều hơn, đặc biệt là sách.",1
771,"Chất lượng sách OK, mình đọc qua thấy dễ hiểu với những người mới như mình. Còn chi tiết như nào phải học hết quyển mới biết. Mình chụp ngẫu nhiên vài trang để các bạn tham khảo.",0
772,"Thực sự thì mình thấy nhiều chỗ sách dịch ra cách đọc tiếng việt bị sai. Chỉ nên học cuốn này nếu bạn mới bắt đầu làm quen tiếng hoa, nhưng nếu các bạn học phụ thuộc vào nó quá thì sẽ dẫn tới tình trạng đọc kiểu bồi (vì ngoài phiên âm, sách còn ghi thêm cách đọc theo tiếng việt thuần dẫn tới việc đọc không đúng)",-1
773,"sách đẹp, giao lại nhanh , sách có cả phiên âm pinyin và phiên âm tiếng việt nha mn. Theo mình thì phiên âm pinyin vẫn dễ đọc nhất😂 đọc patv cứ bị chẹo miệng. Nói chug là nên mua nhe mn",1
774,"Sách này phù hợp cho những bạn mới bắt đầu, tuy có sai sót một vài chỗ ở phần phiên âm nhưng nhìn chung là một cuốn sách hữu ích. Sách không có đĩa nhưng có thể tải app MC Book rồi quét mã phía sau sách, có thể sử dụng app để luyện nghe khi rảnh, thuận tiện. Tuy nhiên giọng đọc khá nặng nề.",0
775,"Dịch vụ khỏi bàn . Nội dung sách phiên âm sai nhiều . Tốc độ đọc quá nhanh so với người tự học . In sai gần chục trang , trang nọ lộn sang trang kia , tùm lum cả , app thì dở , lúc vào được lúc không , chưa bao giờ mua sách ở tiki lại bị lỗi đến như thế , thất vọng tràn trề !",-1
776,Ncl sách đều oki giao hàng cũng siêu nhanh toàn mua sách trên shopee giờ chuyển sang tiki thấy oki phết mua cả 4 quyển đều bảo được bọc bằng bookcare hay sao ý mà nhận đc lại không có nên trừ 1⭐️ hihiiiii,1
777,"Sách có hướng dẫn rõ ràng về phát âm, từ vựng phong phú với nhiều chủ đề đa dạng, tiki đóng gói cẩn thận, giao hàng nhanh. tuy nhiên, về phần phiên âm cách phát âm qua tiếng việt để người học có thể dễ phát âm hơn, vẫn còn nhiều chủ bị lỗi, khác với cách phát âm thực tế, App dùng để học cũng đọc quá nhanh, khó nghe kịp, và thường hay bị out ra ngoài do lỗi app.",0
778,"Sách có nội dung dễ hiểu, đầy đủ phiên âm và nghĩa. Nhưng phần app thì có chút không chất lượng. Nghe bài 1 thôi đã thấy không muốn nghe rồi. Giọng phát âm là của người nước ngoài có lẽ là phương Tây. Nói ngọng líu lên mà dùng mà làm tư liệu nghe thì thật không ổn chút nào.",-1
779,"điều đầu tiên khi cầm quyển sách này trên tay là quá thích, sách trình bày rõ, đẹp lại dễ hiểu rất thích hợp cho những người chưa biết gì về tiếng trung, đi kèm với nó là phần app để nghe cũng rất là ok, rất xứng đáng khi bỏ tiền ra mua quyển sách này.",1
780,"Mình đã biết quyển này của Thầy Thích Nhất Hạnh lâu rồi nhưng gần đây mới có duyên để đem em nó về nhà. Thực sự đây là quyển sách rất hay, thích hợp để đọc và nghiền ngẫm thực hành. Cái giận luôn từ bản thân mình mà ra, được nuôi lớn trong tâm trí mình, vì thế mình cần phải xoa dịu nó từ từ. Trong sách Thầy có nêu từng bước và những ví dụ cụ thể, cách viết dễ ngấm dễ hiểu.",1
781,"Tác giả là một Thiền Sư và lại là sách dịch nên câu từ có phần hơi khó hiểu với những người chưa từng đọc qua bất cứ cuốn kinh sách nào. Tuy nhiên điểm nổi bật nhất mà cuốn sách mang lại theo ý chủ quan của tôi là: ""Giận"" cũng là một Nghệ Thuật vì vậy khá là khó thực hiện, nhưng nếu biết cách ""nuôi dưỡng tâm từ bi"" như lời dạy của Thiền Sư thì không có gì là không thể. Đáng để đọc!",1
782,"4,5* đối với mình, cuốn sách như một li trà cho tâm hồn để mình ngồi nhâm nhi, tận hưởng. cuốn sách viết rất dễ hiểu, giúp mình hiểu rõ hơn về cơn giận, về tái thiết lập truyền thông và cả chánh niệm. mình học được nhiều điều nhỏ từ cuốn sách để sống chậm hơn, hiểu bản thân hơn. tuy nhiên có một điểm trừ là nội dung được lặp lại nhiều lần trong sách mà mình nghĩ là không cần thiết",0
783,"Cuốn sách để mình có thể làm bạn với những thứ mà mọi người chán ghét nhất. Ngay cả những sân si trong lòng mình nếu biết quan tâm, chăm sóc vẫn có thể làm một người bạn tốt.",1
784,"sách rất hay, mình nghĩ đây là cuốn sách dành cho những người hay tức giận hoặc khó chịu bởi những người thân thiết xung quanh ( gia đình, bè bạn, người yêu)",1
785,mua lần đầu.nhưng thật không ngờ....nó tuyệt đến vậy cứ như trực tiếp mua tại hiệu sách.nguyên vẹn..rất hài lòng..và thêm tin tưởng,1
786,"Sách đẹp, nội dung sâu sắc phù hợp cho những ai đang trên con đường tu tập, hoặc những ai đang muốn làm cách nào để kiểm soát cơn giận.",1
787,"Sách giao đẹp, sách của thầy Thích Nhất Hạnh lúc nào cũng khiến cho m có cảm giác được chữa lành",1
788,Cuốn sách khá hay phù hợp cho những bạn muốn hiểu hơn về cảm xúc này. Tiki giao hàng nhanh đóng gói khá kĩ và sản phẩm đẹp.,1
789,"sách hay lắm luôn, cả ship và đóng gói kĩ lưỡng nữa, cực kì hài lòng ạ",1
790,"Your name- một cuốn tiểu thuyết ngắn của Shinkai Makoto, đối với tôi đây là một câu chuyện chứa đầy tính nhân văn. Với lối viết độc đáo, tác giả đã đưa chúng ta từ bất ngờ này sang bất ngờ khác. Tôi thích cuốn này và cả anime chuyển thể nữa",1
791,Lúc đầu đọc hơi khó hiểu tí! Nhưng cố đọc chậm chậm và ngẫm lại thì dễ hiểu. Nói chung về nội dung thì miễn bàn! Truyện sao thì phim cũng i chang. Sau khi đọc truyện xong thì tự nhiên cảm thấy thích nước Nhật kinh khủng. Nói chung không nên bỏ qua tác phẩm này! Tuyệt vời,0
792,Mình có xem qua phim rồi và thấy hay nên mua truyện đọc thử. Tiki giao hàng nhanh lắm 1 ngày là tới nhưng mà sao Tiki lại ko cẩn thận trong khâu kiểm tra hàng trước khi giao vậy??? Quyển sách mình nhận được nó rách 1 mảng luôn ý! Cái này không thể bảo là lỗi vận chuyển được vì hộp không móp méo gì cả. Trước nay mình mua trên Tiki chưa bao giờ bị như vậy cả và đây là lần đầu tiên nên mình hy vọng Tiki sẽ làm việc cẩn thận hơn (vì chỉ cần nhìn vào sản phẩm các bạn trao đến khách hàng là cũng đủ để đánh giá chất lượng phục vụ cũng như mức độ quay lại của khách ) :))),-1
793,"Tiki giao hàng thần tốc luôn. Sách được bọc trong nylon, không bị cong hay quăn mép hoặc gáy sách. Giấy đẹp, bìa đẹp, nội dung thì không cần phải bàn nhiều nữa 😁😁😁. Sách còn rất mới, được bảo quản tốt. Mặc dù đã xem phiên bản phim hoạt hình rồi nhưng vẫn có tâ trạng háo hức khi cầm trên tay cuốn sách này. 😄😄😄",1
794,"đặt lúc 12h30, 2h30 cùng ngày đã nhận được sách do mình sử dụng tiki now, tiki giao hàng nhanh nhưng shipper hơi khó chịu. Sách mới nguyên còn bao sách tuy nhiên khi mở ra đọc thì 1 số trang sách bị đứt rời ra khỏi gáy",-1
795,"sách đẹp, được bọc cẩn thận bằng nilong và đựng trong hộp. nội dung thì thật sự hay và lôi cuốn người đọc. Tuy nhiên với nhiều người thì có thể nội dung hơi gây khó hiểu nên mình khuyên nên đọc thêm cuốn your name another side earthbound để hiểu rõ nhiều hơn và thấu hiểu sâu sắc truyện hơn",1
796,"Ưng ý lắm! Không có mất miếng thịt nào cả :3 mua mấy cuốn khác cứ bị thế này rồi thế nọ, chán. Còn mới toanh luôn! Có thêm chút hi vọng về tiki hơn rồi :v lần sau sẽ tiếp tục mua sách! Hi vọng sẽ vẫn giữ phong độ như lần này ạ!",1
797,Lúc đầu đọc hơi bối rối vì đại từ tôi và mk nhg đọc phần mô tả sau sách và nội dung thì ms hỉu . Tiki giao hơi lâu xíu vì đóng xong rất sớm nhg mà giao hơi lâu mặc ko trễ hơn dự kiến nhg vẫn ủng hộ tiki Mong tiki có nhiều ưu đãi hơn cgx như giảm giá trg tg sắp tới và trong dịp hè vì hè có nhìu tg hơn để mua cgx như đọc truyện hơn nha Lun ủng hộ tiki,1
798,"câu truyện viêtd xen lẫn giữa hiện thực và tương lai về vụ sao chổi Tiamat rơi biến thành thiên thạch phá hủy cả 1 vùng đất ở Nhật..., tóm lại truyện rất hay, viết vô cùng logic cuối cùng ở hiện tại 2 người họ vẫn gặp lại nhau và đồng thanh nói ""Cậu là...""",1
799,"Đặt trước nhưng nhận muộn là do lỗi của mình nhưng các bạn giao hàng vẫn rất nhiệt tình, 1 điểm cộng lớn cho Tiki. Chất lượng sách thì khỏi bàn, bọc, gói sách cẩn thận, đầy đủ post card. Mong lần đặt sau, Tiki vẫn giữ nguyên chất lượng như vậy.",1
800,"Sách hay, viết giống như 1 quyển truyện, có cả các ví dụ. Ngôn ngữ giản dị, dễ hiểu. Sách giúp tăng giá trị bản thân bằng cách mở rộng các mối quan hệ. Dịch vụ Tiki rất tốt. Đã mua được sách mới, giá rẻ rồi giao hàng lại còn siêu nhanh. Mở mắt ra anh giao hàng đã gọi rồi. Cảm ơn anh, cảm ơn tiki.",1
801,Mình đặt mua cuốn này khi đã đọc ké hết chương 17. Đối với một đứa hướng nội đến 70% nhưng vẫn cần các mối quan hệ như mình thì nó thật sự có ích. Hơn nữa mình cũng muốn em mình đọc nó trước khi con bé vào đại học. Mình có để mục lục cho các bạn th khảo.,0
802,"Mình rất hài lòng về dịch vụ của tiki ^^ Tiki giao hàng khá sớm hơn dự kiến bởi vì lần đầu tiên mua và đọc những bình luận về việc giao sách bị hư hại , rách hay sách cũ mình hơi lo nhưng vẫn quyết định mua và tiki đã không làm mình thất vọng ^^ Sách mới , đẹp được bọc cẩn thận ( dù mình không đăng kí bookcare chắc do lần đầu mua :3 ) Về nội dung sách thì mình chưa đọc nhưng theo mình thấy cuốn sách này "" rất đáng tiền"" rất phù hợp cho các bạn trẻ đang muốn hoàn thiện bản thân ! ^^",1
803,"Khá hài lòng khi sách được bọc bằng nilon. Nên k có bụi bẩn. Giao hàng nhanh. Bình thường tưởng 2,3 ngày mới có. Vừa hôm qua đặt hôm nay có lun rồi. Nhưng mình giảm 1 sao vì sách giao đến cho mình hộp hơi bị móp. Nên sách cũng bị quăn theo. Tiki lưu ý giúp mình nha. Vậy thôi. Còn lại hài lòng à.",0
804,"Đây là một mẹo nhỏ để kết nối với mọi người cho dù là bạn bè, người thân, hay đồng nghiệp thành công của nó dự trên sự phóng khoáng và chân thành và sự kiên nhẫn, tuy nhiên nó đào sâu thêm nữa về tạo thương hiệu cá nhân hay lập kế hoạch để tạo ra kết nối vâng với nhiều người trong đó có mình sẽ khá khó để thực hiện hết cùng lúc nhưng mời ai đó ăn trưa cùng thì - it's easy .",0
805,"Sách đẹp, có bọc nilon bên ngoài, khônh bị sứt mẻ gì cả Nội dung thú vị, rất bổ ích cho mọi người , nên đọc 1 lần cho biết, đặc biệt với mấy người ít giao tiếp và dở xã giao như mình nè, hihi! Đọc nó mình chợt nhận ra thực tế xung quanh rất giống những gì sách đề cập, dù là ở môi trường nào, nền văn hoá nào; thì những người thành công 99% họ đều tự thiết lập cho mình những mối quan hệ xã hội hữu ích, lành mạnh, không toxic! Giúp mình, giúp người! Tiki giao hàng nhanh, đóng gói cẩn thận, giao hàng đúng vào trận mưa đầu mùa, hihi, cảm ơn anh Shipper, cảm ơn Tiki nhiều!",1
806,"Lần đầu tiên mình nhìn thấy quyển sách này là ở trong 1 danh sách Top những quyển sách bán chạy nhất nhưng quả thật mình không thấy hứng thú lắm. Mình cũng đoán ra được đây là quyển sách chỉ cho mình cách xây dựng mối quan hệ nhưng mình lại nghĩ lại là những lí thuyết suông, giống mấy cái thứ mình suốt ngày đọc được trên mạng, lí thuyết thì hay mà chẳng ứng dụng được. Cho đến một ngày mình tự dưng xem nó trên tiki và khi xem đánh giá của mọi người. Mình thốt lên “wow, quyển sách này thật sự hay đến thế sao?”. Thế là mình quyết định mua nó, mình nghĩ mình sẽ đọc nhưng không mong đợi nhiều. Nhưng khi đọc nó thì mình thấy đây là quyết định sáng suốt nhất của mình. Lí thuyết trong quyển sách nhiều nhưng ví dụ còn nhiều hơn thế nữa nên mình dế dàng tìm được cách ứng dụng những kiến thức trong quyển sách này. Tác giả luôn lấy dẫn chứng từ chính tác giả qua những thành công và thất bại của mình và rất nhiều người nổi tiếng khác trên thế giới để chứng minh lí lẽ của mình. Mỗi chương đều có thêm phần tiểu sử người nỗi tiếng đó là phần mà tác giả dẫn chững những người nổi tiếng đó đã áp dụng phương thức được đưa ra thành công như thế nào trong sự nghiệp ví dụ như cả việc tranh cử tổng thống. Tác giả gần như đã hướng dẫn bạn từng bước và các bạn chỉ cần mang nó ra ứng dụng ngoài đời. Những lí thuyết mà tác giả đưa ra nó là những điều mà các bạn khó có thể tìm thấy ở những quyển sách khác hay trên mạng: vượt qua người giữ cửa, xây dựng mối quan hệ với các nhà báo, trở thành người môi giới kiến thức, tổ chức những buổi tiệc để đem lại những mối quan hệ hiệu quả, tham gia các CLB nào... Tác giả luôn cởi mở chia sẻ, không ngần ngại nói về bản thân mình kể cả là những sai lầm từng mắc phải của mình. Quyển sách sẽ còn đặc biệt phù hợp với những người làm trong lĩnh vực tiếp thị, kinh doanh cần nhiều mối quan hệ đối tác. Tóm lại, quyển sách này hơn tất cả những lí thuyết thông thường đó là tất cả kinh nghiệm tích luỹ nhiều năm của tác giả. Cảm ơn tác giả Keith Ferrazzi đã mang đến một quyển sách rất hữu ích.",1
807,"Mình có mua bookcare cho quyển này, nghĩa là tiki phải bọc sách rồi mới giao vậy mà tình trạng bìa tệ vậy vẫn giao cho khách( không thể do vận chuyển vì tình trạng kiện hàng nguyên vẹn). Mong các bạn kinh doanh có trách nhiệm hơn, đừng chỉ bán cho xong rồi thôi. Thân",0
808,"sách đẹp,nội dung hay,duoc săn vs giá deal huỷ diett,duoc bọc nilong mới toanhhh :3 đóng gói chắc chắn,giao hàng tận HCM mà tới HY cực nhanhhh:3 chú shipper thân thiện (mua nhieu nên quen luon mặt em 👻) cảm ơn đội ngũ tiki nhieuuu:3 p/s : em mua hơi bị nhieu sach trên tiki mà luc nào cũng rẻ gấp mấy thị trường chất lượng mới ra lò ạ ❤️❤️❤️",1
809,"Cuốn này mình mua nhưng chưa đọc vì mình tặng bạn ngy ^^. Nhưng mình nghe rất nhiều người review về cuốn này rồi rất nên đọc, một người chị của mình cũng nói rằng đây là cuốn thay đổi chị ấy rất nhiều. Vì chưa đọc nên mình muốn nói qua về phần bìa và chất lượng giấy. Bìa tái bản này siêu đẹp luôn, tên sách in có hiệu ứng bóng ý ạ, nhìn sịn sò lắm luôn, chất lượng giấy cũng như in sịn lắm ạ, cầm cuốn sách mà chắc tay luôn á. Có dịp mình sẽ mua lại cuốn này để đọc.",1
810,"- Lòng tham của con người là thứ không thể tưởng tượng được, vô cùng vô tận. - Yêu thôi đừng yêu mù quáng. - Đối với một số người, xấu cũng là cái tội. Đó là những điểm lặng in dấu trong lòng mình sau khi đọc xong tác phẩm này. Tình tiết lúc đầu thiên về phân tích nhiều nên có thể đối với một số bạn sẽ hơi chán nhưng về sau rất kịch tính. Một tác phẩm đáng đọc.",1
811,"Rate: 3/5 🌟 + 1🌟 vì Tiki giao hàng nhanh Cuốn này ổn. Đương nhiên nó chỉ ổn ở mức khá chứ không thể đem ra so sánh bì tị với những cuốn trinh thám tâm lý sau này của Keigo sensei. Nhưng chí ít nó cũng vượt qua mức độ kỳ vọng ban đầu của mình. Cốt truyện tương đối đơn giản, dễ hiểu, dễ nắm bắt, nếu không muốn nói là quen thuộc như đọc Conan (😃??). Nói vui vậy để các bạn có thể hình dung ra đây đích thực là một cuốn trinh thám cổ điển đời đầu sự nghiệp sáng tác của Higashino Keigo, với motif quen thuộc ""Hung thủ là một trong số những người ở đây"". Tuy nhiên hệ thống anh chị em con cháu bạn dì của nhà Ichigahara ở đầu tác phẩm có thể khiến bạn ""vuốt mặt không kịp"" nên hãy phác qua gia phả nhà này ra để tiện theo dõi. 1/3 đầu của truyện sẽ hơi chậm, có chút rườm rà vì ắt hẳn đây là phần dẫn để bắt đầu đẩy nhanh mạch truyện từ chương thứ 12. Phần cuối hiển nhiên sẽ có twist, nhưng twist nhẹ đô thôi, không cần đội mũ bảo hiểm. Tâm lý nhân vật cũng không quá nổi bật mặc dù truyện được kể bằng ngôi thứ nhất, dưới góc nhìn của nữ chính Kiriyu Eriko. Trong tác phẩm này, nhà văn chú trọng vào hành động để làm rõ tính cách của các nhân vật hơn là sử dụng các đòn đánh tâm lý. Đặc biệt là Eriko - cô gái có phần lạnh lùng với một kế hoạch trả thù tỉ mỉ cho người yêu đã chết trong vụ hoả hoạn và cho cả gương mặt đã bị lửa thiêu cháy. Theo tiến trình của kế hoạch, hung thủ dần lộ diện, những bí ẩn đằng sau bức di chúc về khối tài sản kếch xù của ông Ichigahara Takaaki cũng sẽ dần được hé mở. Như mình nói ở trên, càng về cuối truyện sẽ càng hấp dẫn. Tựu chung lại, ""Vụ án mạng ở lữ quán Kairotei"" là một tiểu thuyết trinh thám khá hay. Nó không quá đặc biệt, tuy nhiên bù lại được cái rất dễ đọc và đọc rất nhanh. Nếu bạn kỳ vọng nó như ""Bạch dạ hành"" hay ""Phía sau nghi can X"", thì mình phải nói bạn hãy từ bỏ suy nghĩ ấy đi. Nhưng nếu bạn hỏi nó có tệ không, thì câu trả lời sẽ là không hề nhé, nên đọc thử. Mình review tại IG: @rosiereviews.2020 Về Tiki: vận chuyển nhanh, nhưng không có bọc gì cả, mọi lần mình đặt vẫn có bọc, riêng cuốn này cứ trơ nguyên 1 cục nên có vài chỗ bị nham nhở. May là không xước sát gì nhiều. Mong Tiki lưu ý hơn",1
812,"Chưa có thời gian để đọc hết sách và review nội dung nên mình sẽ nói qua khâu nhận hàng. Các đơn hàng trước rất là ổn cho đến đơn hàng này. Nhân viên bọc bookcare làm khá ẩu. 4 quyển mình mua đều được bọc lỏng lẻo, cảm giác cầm tay khó chịu. Riêng quyển Lữ quán Kairotei này còn bị hở phía trên như hình. Mong Tiki làm việc cẩn thận hơn vì sách của mình đều mua từ Tiki hết",-1
813,"Truyện lôi cuốn, không đi sâu tâm lý nhân vật như các tác phẩm sau của ông, giống như Án mạng mười một chữ, mạch trinh thám diễn ra đầu và đến phút cuối tiết lộ hung thủ, câu chuyện thực sự. Kết thúc trọn vẹn, không mông lung về tương lai nv9 như AMMMC. Eriko ngay từ đầu, khi ở bệnh viện đã có một con đường khác, dẫn đến cuộc sống khác nhưng đây là lựa chọn của cô ấy, cá nhân mình không thấy đáng tiếc vì đó là điều cô ấy muốn, chỉ chợt tò mò mọi thứ sẽ ra sao. Cực kỳ đáng mua.",0
814,"Về dịch vụ, Tiki làm việc rất hiệu quả, sách giao rất nhanh, mình có mua bookcare nên được bọc sạch sẽ, nhưng cũng phải chê một điểm là bookcare bây giờ không còn được cắt phần rìa dư ra nữa, dư khá nhiều làm mình không trưng lên kệ. Về cuốn sách, Nhã Nam không bao giờ làm mình không thể không hài lòng. Một tác phẩm mới đến từ Keigo, nội dung để tránh spoil, mình sẽ không nói gì, thay vào đó, bạn hãy mua ngay và luôn để trải nghiệm nhé. Bìa được thiết kế rất đẹp, nóng như cái nóng Sài Gòn mấy ngày nay, in ấn giấy của Nhã Nam không có gì để chê, giấy bóng sáng, dày, cầm đọc đầm tay rất thích. Cuối cùng thì Nhã Nam luôn biết chiều lòng độc giả, hóng Trái tim của Brutus.",1
